id,kind,word,translation,category,curriculumLevel,example,exampleZh,phonetic
zh-变,literacy,变,biàn,life,L1,变成 变得,用组词来记：「变成」「变得」。看见这些词，就能找到「变」。,biàn
zh-四,literacy,四,sì,number,L1,四个 四季,用组词来记：「四个」「四季」。看见这些词，就能找到「四」。,sì
zh-神,literacy,神,shén,family,L1,财神 财神爷,用组词来记：「财神」「财神爷」。看见这些词，就能找到「神」。,shén
zh-总,literacy,总,zǒng,life,L1,总把新桃 副总裁,用组词来记：「总把新桃」「副总裁」。看见这些词，就能找到「总」。,zǒng
zh-何,literacy,何,hé,nature,L1,何处来 莲叶何田,用组词来记：「何处来」「莲叶何田」。看见这些词，就能找到「何」。,hé
zh-电,literacy,电,diàn,life,L1,电话 电灯,用组词来记：「电话」「电灯」。看见这些词，就能找到「电」。,diàn
zh-数,literacy,数,shù,body,L1,少数 数目,用组词来记：「少数」「数目」。看见这些词，就能找到「数」。,shù
zh-安,literacy,安,ān,life,L1,早安 晚安,用组词来记：「早安」「晚安」。看见这些词，就能找到「安」。,ān
zh-少,literacy,少,shǎo,quantity,L1,很少 多少,用组词来记：「很少」「多少」。看见这些词，就能找到「少」。,shǎo
zh-报,literacy,报,bào,life,L1,板报 报案,用组词来记：「板报」「报案」。看见这些词，就能找到「报」。,bào
zh-才,literacy,才,cái,life,L1,小荷才露 才干,用组词来记：「小荷才露」「才干」。看见这些词，就能找到「才」。,cái
zh-结,literacy,结,jié,life,L1,板结 大团结,用组词来记：「板结」「大团结」。看见这些词，就能找到「结」。,jié
zh-反,literacy,反,fǎn,life,L1,策反 唱反调,用组词来记：「策反」「唱反调」。看见这些词，就能找到「反」。,fǎn
zh-受,literacy,受,shòu,life,L1,倍受 承受,用组词来记：「倍受」「承受」。看见这些词，就能找到「受」。,shòu
zh-目,literacy,目,mù,body,L1,目光 数目,用组词来记：「目光」「数目」。看见这些词，就能找到「目」。,mù
zh-太,literacy,太,tài,life,L1,老太太 太空,用组词来记：「老太太」「太空」。看见这些词，就能找到「太」。,tài
zh-量,literacy,量,liàng,life,L1,按量 捕获量,用组词来记：「按量」「捕获量」。看见这些词，就能找到「量」。,liàng
zh-再,literacy,再,zài,number,L1,不再 一再,用组词来记：「不再」「一再」。看见这些词，就能找到「再」。,zài
zh-感,literacy,感,gǎn,life,L1,安全感 倍感,用组词来记：「安全感」「倍感」。看见这些词，就能找到「感」。,gǎn
zh-建,literacy,建,jiàn,life,L1,城建 承建,用组词来记：「城建」「承建」。看见这些词，就能找到「建」。,jiàn
zh-务,literacy,务,wù,life,L1,班务会 报务,用组词来记：「班务会」「报务」。看见这些词，就能找到「务」。,wù
zh-做,literacy,做,zuò,life,L1,当做 定做,用组词来记：「当做」「定做」。看见这些词，就能找到「做」。,zuò
zh-接,literacy,接,jiē,life,L1,承接 对接,用组词来记：「承接」「对接」。看见这些词，就能找到「接」。,jiē
zh-必,literacy,必,bì,life,L1,必败 必备,用组词来记：「必败」「必备」。看见这些词，就能找到「必」。,bì
zh-场,literacy,场,chǎng,food,L1,菜场 菜市场,用组词来记：「菜场」「菜市场」。看见这些词，就能找到「场」。,chǎng
zh-件,literacy,件,jiàn,life,L1,案件 备件,用组词来记：「案件」「备件」。看见这些词，就能找到「件」。,jiàn
zh-计,literacy,计,jì,life,L1,按计划 不计,用组词来记：「按计划」「不计」。看见这些词，就能找到「计」。,jì
zh-管,literacy,管,guǎn,life,L1,保管 保管员,用组词来记：「保管」「保管员」。看见这些词，就能找到「管」。,guǎn
zh-期,literacy,期,qī,life,L1,按期 保存期,用组词来记：「按期」「保存期」。看见这些词，就能找到「期」。,qī
zh-市,literacy,市,shì,life,L1,北京市 本市,用组词来记：「北京市」「本市」。看见这些词，就能找到「市」。,shì
zh-直,literacy,直,zhí,life,L1,飞流直下 秉直,用组词来记：「飞流直下」「秉直」。看见这些词，就能找到「直」。,zhí
zh-德,literacy,德,dé,life,L1,不道德 常德,用组词来记：「不道德」「常德」。看见这些词，就能找到「德」。,dé
zh-资,literacy,资,zī,life,L1,筹资 出资,用组词来记：「筹资」「出资」。看见这些词，就能找到「资」。,zī
zh-命,literacy,命,mìng,life,L1,大革命 待命,用组词来记：「大革命」「待命」。看见这些词，就能找到「命」。,mìng
zh-山,literacy,山,shān,nature,L1,大山 上山,用组词来记：「大山」「上山」。看见这些词，就能找到「山」。,shān
zh-金,literacy,金,jīn,color,L1,金色 金鱼,用组词来记：「金色」「金鱼」。看见这些词，就能找到「金」。,jīn
zh-指,literacy,指,zhǐ,life,L1,拇指 染指,用组词来记：「拇指」「染指」。看见这些词，就能找到「指」。,zhǐ
zh-克,literacy,克,kè,life,L1,鄂温克 攻克,用组词来记：「鄂温克」「攻克」。看见这些词，就能找到「克」。,kè
zh-许,literacy,许,xǔ,life,L1,不容许 不许,用组词来记：「不容许」「不许」。看见这些词，就能找到「许」。,xǔ
zh-统,literacy,统,tǒng,life,L1,本系统 传统,用组词来记：「本系统」「传统」。看见这些词，就能找到「统」。,tǒng
zh-区,literacy,区,qū,life,L1,安全区 保护区,用组词来记：「安全区」「保护区」。看见这些词，就能找到「区」。,qū
zh-保,literacy,保,bǎo,life,L1,保安 保本,用组词来记：「保安」「保本」。看见这些词，就能找到「保」。,bǎo
zh-至,literacy,至,zhì,life,L1,至此回 不至于,用组词来记：「至此回」「不至于」。看见这些词，就能找到「至」。,zhì
zh-队,literacy,队,duì,number,L1,包工队 八一队,用组词来记：「包工队」「八一队」。看见这些词，就能找到「队」。,duì
zh-形,literacy,形,xíng,life,L1,变形 长方形,用组词来记：「变形」「长方形」。看见这些词，就能找到「形」。,xíng
zh-社,literacy,社,shè,life,L1,报社 出版社,用组词来记：「报社」「出版社」。看见这些词，就能找到「社」。,shè
zh-便,literacy,便,biàn,life,L1,便当 便函,用组词来记：「便当」「便函」。看见这些词，就能找到「便」。,biàn
zh-空,literacy,空,kōng,nature,L1,天空 星空,用组词来记：「天空」「星空」。看见这些词，就能找到「空」。,kōng
zh-决,literacy,决,jué,life,L1,半决赛 表决,用组词来记：「半决赛」「表决」。看见这些词，就能找到「决」。,jué
zh-治,literacy,治,zhì,life,L1,惩治 防治,用组词来记：「惩治」「防治」。看见这些词，就能找到「治」。,zhì
zh-展,literacy,展,zhǎn,body,L1,参展 发展,用组词来记：「参展」「发展」。看见这些词，就能找到「展」。,zhǎn
zh-马,literacy,马,mǎ,animal,L1,小马 骑马,用组词来记：「小马」「骑马」。看见这些词，就能找到「马」。,mǎ
zh-科,literacy,科,kē,school,L1,爱科学 百科,用组词来记：「爱科学」「百科」。看见这些词，就能找到「科」。,kē
zh-司,literacy,司,sī,life,L1,分公司 公司,用组词来记：「分公司」「公司」。看见这些词，就能找到「司」。,sī
zh-五,literacy,五,wǔ,number,L1,五个 五月,用组词来记：「五个」「五月」。看见这些词，就能找到「五」。,wǔ
zh-基,literacy,基,jī,life,L1,打基础 奠基,用组词来记：「打基础」「奠基」。看见这些词，就能找到「基」。,jī
zh-眼,literacy,眼,yǎn,body,L1,眼睛 睁眼,用组词来记：「眼睛」「睁眼」。看见这些词，就能找到「眼」。,yǎn
zh-书,literacy,书,shū,life,L1,读书 书包,用组词来记：「读书」「书包」。看见这些词，就能找到「书」。,shū
zh-非,literacy,非,fēi,life,L1,并非 除非,用组词来记：「并非」「除非」。看见这些词，就能找到「非」。,fēi
zh-则,literacy,则,zé,life,L1,不规则 多则,用组词来记：「不规则」「多则」。看见这些词，就能找到「则」。,zé
zh-听,literacy,听,tīng,action,L1,听话 听说,用组词来记：「听话」「听说」。看见这些词，就能找到「听」。,tīng
zh-白,literacy,白,bái,color,L1,白云 白色,用组词来记：「白云」「白色」。看见这些词，就能找到「白」。,bái
zh-却,literacy,却,què,life,L1,冷却 了却,用组词来记：「冷却」「了却」。看见这些词，就能找到「却」。,què
zh-界,literacy,界,jiè,life,L1,报界 边界,用组词来记：「报界」「边界」。看见这些词，就能找到「界」。,jiè
zh-达,literacy,达,dá,number,L1,安达 八达岭,用组词来记：「安达」「八达岭」。看见这些词，就能找到「达」。,dá
zh-光,literacy,光,guāng,nature,L1,阳光 灯光,用组词来记：「阳光」「灯光」。看见这些词，就能找到「光」。,guāng
zh-放,literacy,放,fàng,life,L1,百花齐放 安放,用组词来记：「百花齐放」「安放」。看见这些词，就能找到「放」。,fàng
zh-强,literacy,强,qiáng,life,L1,富强 刚强,用组词来记：「富强」「刚强」。看见这些词，就能找到「强」。,qiáng
zh-即,literacy,即,jí,life,L1,当即 即便,用组词来记：「当即」「即便」。看见这些词，就能找到「即」。,jí
zh-像,literacy,像,xiàng,life,L1,雕像 佛像,用组词来记：「雕像」「佛像」。看见这些词，就能找到「像」。,xiàng
zh-难,literacy,难,nán,life,L1,避难 避难所,用组词来记：「避难」「避难所」。看见这些词，就能找到「难」。,nán
zh-且,literacy,且,qiě,life,L1,并且 而且,用组词来记：「并且」「而且」。看见这些词，就能找到「且」。,qiě
zh-权,literacy,权,quán,life,L1,版权 霸权,用组词来记：「版权」「霸权」。看见这些词，就能找到「权」。,quán
zh-思,literacy,思,sī,body,L1,倍思亲 低头思故,用组词来记：「倍思亲」「低头思故」。看见这些词，就能找到「思」。,sī
zh-王,literacy,王,wáng,life,L1,霸王 国王,用组词来记：「霸王」「国王」。看见这些词，就能找到「王」。,wáng
zh-象,literacy,象,xiàng,nature,L1,大象 小象,用组词来记：「大象」「小象」。看见这些词，就能找到「象」。,xiàng
zh-完,literacy,完,wán,life,L1,没完 完备,用组词来记：「没完」「完备」。看见这些词，就能找到「完」。,wán
zh-设,literacy,设,shè,life,L2,摆设 常设,用组词来记：「摆设」「常设」。看见这些词，就能找到「设」。,shè
zh-式,literacy,式,shì,life,L2,板式 便携式,用组词来记：「板式」「便携式」。看见这些词，就能找到「式」。,shì
zh-色,literacy,色,sè,number,L2,七色 白色,用组词来记：「七色」「白色」。看见这些词，就能找到「色」。,sè
zh-路,literacy,路,lù,life,L2,马路 走路,用组词来记：「马路」「走路」。看见这些词，就能找到「路」。,lù
zh-记,literacy,记,jì,school,L2,标记 笔记,用组词来记：「标记」「笔记」。看见这些词，就能找到「记」。,jì
zh-南,literacy,南,nán,life,L2,南边 南风,用组词来记：「南边」「南风」。看见这些词，就能找到「南」。,nán
zh-品,literacy,品,pǐn,life,L2,半成品 必需品,用组词来记：「半成品」「必需品」。看见这些词，就能找到「品」。,pǐn
zh-住,literacy,住,zhù,life,L2,住户 站住,用组词来记：「住户」「站住」。看见这些词，就能找到「住」。,zhù
zh-告,literacy,告,gào,life,L2,报告 报告会,用组词来记：「报告」「报告会」。看见这些词，就能找到「告」。,gào
zh-类,literacy,类,lèi,life,L2,败类 部类,用组词来记：「败类」「部类」。看见这些词，就能找到「类」。,lèi
zh-求,literacy,求,qiú,life,L2,哀求 供求,用组词来记：「哀求」「供求」。看见这些词，就能找到「求」。,qiú
